time,realpower_l1,realpower_l2,realpower_l3,front_temperature_temp_bottom,front_temperature_temp_middle,front_temperature_temp_top,rear_temperature_temp_bottom,rear_temperature_temp_middle,rear_temperature_temp_top
23-Jan-2018 09:00:00,2008,1996,2012,20.13,20.15,26.78,28.19,28.875,29.31
23-Jan-2018 09:01:00,2028,2024,2024,20.22,20.165,26.81,28.38,30.305,29.345
23-Jan-2018 09:02:00,2040,2020,2024,20.125,20.185,26.88,28.875,31.875,29.595
23-Jan-2018 09:03:00,2040,2032,2024,20.41,20.245,26.94,29.5,33.16,29.905
23-Jan-2018 09:04:00,2044,2032,2032,20.25,20.335,27.03,30.22,34.225,30.375
23-Jan-2018 09:05:00,2044,2032,2032,20.41,20.43,27.13,30.97,35.175,31.035
23-Jan-2018 09:06:00,2048,2040,2032,20.285,20.51,27.16,31.505,35.905,31.655
23-Jan-2018 09:07:00,2048,2040,2040,20.405,20.595,27.25,32.155,36.445,32.345
23-Jan-2018 09:08:00,2048,2040,2036,20.595,20.71,27.375,32.655,36.92,32.905
23-Jan-2018 09:09:00,2048,2032,2036,20.595,20.785,27.47,32.97,37.31,33.47
23-Jan-2018 09:10:00,2048,2040,2036,20.815,20.885,27.53,33.285,37.6,33.935
23-Jan-2018 09:11:00,2048,2040,2036,20.815,20.955,27.625,33.53,37.89,34.345
23-Jan-2018 09:12:00,2048,2040,2036,20.875,21.025,27.72,33.72,38.13,34.69
23-Jan-2018 09:13:00,2048,2040,2036,20.81,21.08,27.78,33.88,38.305,34.97
23-Jan-2018 09:14:00,2048,2040,2036,20.815,21.125,27.845,34.03,38.475,35.25
23-Jan-2018 09:15:00,2048,2040,2036,20.94,21.175,27.97,34.22,38.615,35.41
23-Jan-2018 09:16:00,2048,2040,2036,20.845,21.2,28.06,34.315,38.73,35.595
23-Jan-2018 09:17:00,2048,2040,2036,21.03,21.235,28.095,34.41,38.825,35.75
23-Jan-2018 09:18:00,2048,2040,2036,21.03,21.265,28.16,34.565,38.9,35.875
23-Jan-2018 09:19:00,2048,2040,2036,21.155,21.295,28.13,34.63,38.98,36.03
23-Jan-2018 09:20:00,2048,2040,2036,21.16,21.32,28.125,34.69,39.1,36.16
