time,power_p02r12c01srv01,power_p02r12c01srv02,power_p02r12c01srv03,power_p02r12c02srv01,power_p02r12c02srv02,power_p02r12c02srv03,power_p02r12c03srv01,power_p02r12c03srv02,power_p02r12c03srv03,power_p02r12c04srv01,power_p02r12c04srv02,power_p02r12c04srv03,power_p02r12c05srv01,power_p02r12c05srv02,power_p02r12c05srv03,power_p02r12c06srv01,power_p02r12c06srv02,power_p02r12c06srv03,power_p02r12c07srv01,power_p02r12c07srv02,power_p02r12c07srv03,power_p02r12c08srv01,power_p02r12c08srv02,power_p02r12c08srv03,power_p02r12c09srv01,power_p02r12c09srv02,power_p02r12c09srv03,power_p02r12c10srv01,power_p02r12c10srv02,power_p02r12c10srv03
01-Oct-2019 08:01:00,62.2,54.0,60.0,60.0,60.0,55.8,39.0,39.0,47.5,36.6,60.0,57.0,50.2,46.8,60.0,54.6,60.0,59.8,43.5,60.0,44.4,46.0,39.0,40.1,60.0,41.4,60.0,39.0,41.8,60.0
01-Oct-2019 08:02:00,61.5,51.75,56.516129032258064,60.0,56.4,51.0,39.0,46.7,52.0,37.8,55.1,57.0,49.5,51.9,60.0,57.3,53.35,59.9,50.1,54.05,52.2,50.0,40.5,44.35,60.1,40.2,61.20967741935484,41.7,41.0,50.55
01-Oct-2019 08:03:00,60.8,49.5,53.03225806451613,60.0,52.8,46.2,39.0,54.4,56.5,39.0,50.2,57.0,48.8,57.0,60.0,60.0,46.7,60.0,56.7,48.1,60.0,54.0,42.0,48.6,60.2,39.0,62.41935483870968,44.4,40.2,41.1
01-Oct-2019 08:04:00,61.9,44.25,47.41612903225806,51.6,51.599999999999994,53.1,39.0,50.599999999999994,47.75,40.8,44.6,49.5,49.5,57.65,60.0,61.0,49.5,49.85,54.6,43.55,60.0,48.5,40.5,54.3,62.7,39.0,61.509677419354844,48.0,48.0,49.5
01-Oct-2019 08:05:00,63.0,39.0,41.8,43.2,50.4,60.0,39.0,46.8,39.0,42.6,39.0,42.0,50.2,58.3,60.0,62.0,52.3,39.7,52.5,39.0,60.0,43.0,39.0,60.0,65.2,39.0,60.6,51.6,55.8,57.9
01-Oct-2019 08:06:00,63.0,44.25,48.449999999999996,51.0,56.7,60.0,45.3,44.4,40.693548387096776,49.8,43.9,48.0,55.1,59.15,60.0,62.5,50.45,49.5,45.75,44.95,58.55172413793103,43.0,39.0,60.0,53.900000000000006,42.9,60.3,45.3,47.4,58.95
01-Oct-2019 08:07:00,63.0,49.5,55.099999999999994,58.8,63.0,60.0,51.6,42.0,42.38709677419355,57.0,48.8,54.0,60.0,60.0,60.0,63.0,48.6,59.3,39.0,50.9,57.10344827586207,43.0,39.0,60.0,42.6,46.8,60.0,39.0,39.0,60.0
01-Oct-2019 08:08:00,63.0,50.25,57.55,59.4,62.4,57.9,55.35,48.6,51.193548387096776,56.1,54.4,55.5,60.0,60.0,60.0,62.0,44.35,49.5,39.6,55.45,49.80172413793103,44.5,49.5,60.0,51.3,52.599999999999994,60.0,42.15,39.6,60.0
01-Oct-2019 08:09:00,63.0,51.0,60.0,60.0,61.8,55.8,59.1,55.2,60.0,55.2,60.0,57.0,60.0,60.0,60.0,61.0,40.1,39.7,40.2,60.0,42.5,46.0,60.0,60.0,60.0,58.4,60.0,45.3,40.2,60.0
01-Oct-2019 08:10:00,63.0,45.75,51.95,50.2,60.9,48.9,58.5,54.3,60.0,50.7,60.0,49.5,56.0,55.45,60.0,61.5,39.55,39.35,45.0,54.05,51.25,49.5,49.5,57.25,60.0,50.099999999999994,60.0,52.65,48.6,60.0
