time,P02HDZ01_T,P02HDZ01_Q,P02HDZ02_T,P02HDZ02_Q,P02HDZ03_T,P02HDZ03_Q,P02HDZ04_T,P02HDZ04_Q,P02R01_T,P02R01_Q,P02R02_T,P02R02_Q,P02R03_T,P02R03_Q,P02R04_T,P02R04_Q,P02R05_T,P02R05_Q,P02R06_T,P02R06_Q,P02R07_T,P02R07_Q,P02R08_T,P02R08_Q,P02R09_T,P02R09_Q,P02R10_T,P02R10_Q
2018-01-23 09:00:00,16.235,0.9114960965475616,16.49,1.0252369673870179,15.81,0.8018561085357986,15.725,0.6938544321721895,44.08918247836392,0.3410794372254902,44.08918247836392,0.11532901834243194,44.08918247836392,0.21240783298439925,33.61995740735988,0.10337577083173319,25.077448053479934,0.12018791833399498,29.39091543646851,0.11963080668806628,25.745298116658716,0.11877730066893416,12.170585780177918,0.1431990026172475,12.41822234244627,0.14415487644272815,10.142800849954797,0.08393482543744576
2018-01-23 09:01:00,16.235,0.9114960965475616,16.49,1.0252369673870179,15.81,0.8018561085357986,15.725,0.6938544321721895,44.08918247836391,0.3441466983516187,44.08918247836391,0.11647924126473014,44.08918247836391,0.21486164188530205,33.66445677399477,0.10337302643938868,25.118121319513396,0.12024006178854002,29.43943660740848,0.11954847491773199,25.752984549238874,0.1188074889847234,12.033524100663213,0.14347210942452768,12.219025774373184,0.14429142984636825,10.207753755597615,0.08398034323865912
2018-01-23 09:02:00,16.235,0.9114960965475616,16.49,1.0252369673870179,15.81,0.8018561085357986,15.725,0.6938544321721895,44.08918247836391,0.3441466983516187,44.08918247836391,0.11663260432103656,44.08918247836391,0.2162419093920599,33.611926523354626,0.10340047036283347,25.117673858511708,0.12039923654451964,29.483136865162123,0.11960061837227703,25.75645252775766,0.1189227534631914,12.111392359647434,0.14310796701482076,12.238462470998508,0.14420039424394152,10.144106244320817,0.0838893076362324
2018-01-23 09:03:00,16.3625,0.909836187750603,16.575,1.0506024976932455,15.81,0.8018561085357986,15.725,0.6938544321721895,44.08918247836391,0.3450668766894573,44.08918247836392,0.11686264890549619,44.08918247836391,0.21654863550467274,33.66481022389634,0.10343889185565612,25.136586531569463,0.12044314682203128,29.431907216021074,0.11969392771198924,25.72746484620155,0.11885963243926845,12.088323040867154,0.14338107382210094,12.222881572976645,0.14424591204515488,10.190632375432369,0.08393482543744576
2018-01-23 09:04:00,16.3625,0.9104267552151146,16.66,1.0716216663540357,15.895,0.808560543702333,15.81,0.7091659701643747,44.0891824783639,0.34537360280207013,44.0891824783639,0.11709269348995584,44.08918247836392,0.2186957182929627,33.553404030027316,0.10348005774082326,25.045065111437005,0.12061329914738879,29.42718418467122,0.11971313845840056,25.693697830988704,0.11881846655410129,12.026452560163838,0.14379073403302123,12.146005744319751,0.1450197146657821,10.212280240477659,0.08357068302773883
2018-01-23 09:05:00,16.49,0.9183244265918606,16.744999999999997,1.083013481454282,15.895,0.8022363962191036,15.81,0.7180495811005786,44.0891824783639,0.34721395947774725,44.0891824783639,0.11709269348995584,44.08918247836391,0.22022934885602696,33.61366323708081,0.10369686473603691,25.02517343603284,0.12104691313781604,29.469479122129773,0.11977077069763459,25.72264921259077,0.11901331841055912,12.104391456676893,0.14356314502695441,12.13861225470479,0.14524730367184893,10.259788897843055,0.0836162008289522
2018-01-23 09:06:00,16.575,0.9381538825327953,16.872500000000002,1.1019793568141885,15.895,0.7942493293748147,15.895,0.7020007020007017,44.0891824783639,0.34721395947774725,44.08918247836392,0.11732273807441547,44.08918247836391,0.22022934885602696,33.550619859813466,0.10389171659249472,24.985027883118935,0.12115120004690616,29.37402073207433,0.11983389172155753,25.646349385132623,0.11930147960672914,12.085418830517485,0.14388176963544796,12.18856656519953,0.144883161262142,10.307159819976402,0.082842398208325
2018-01-23 09:07:00,16.66,0.9114672343805437,17.0,1.112942489323118,15.98,0.8117727868784212,15.98,0.6974956507666789,44.0891824783639,0.34721395947774725,44.08918247836391,0.11747610113072189,44.08918247836391,0.22068943802494623,33.55454375587457,0.10408107966426358,24.960277238522732,0.12129390844881893,29.357871583119124,0.11995738937705895,25.655802068485453,0.11938930016175237,11.934953341990473,0.14588455288883603,12.154200306087127,0.1452928214730623,10.275648716220905,0.08302446941317845
2018-01-23 09:08:00,16.744999999999997,0.9286143815927952,17.127499999999998,1.124514343443577,16.064999999999998,0.8364889221483881,15.98,0.7072206914987943,44.0891824783639,0.3484408639281986,44.08918247836391,0.11739941960256868,44.08918247836391,0.2217629794190912,33.463989708939735,0.1041606670422534,24.923220341762242,0.12140642853494246,29.361892156995822,0.11997934451581475,25.590971784961056,0.11949358707084246,11.920505250448233,0.1462031774973296,12.123814805321908,0.14565696388276922,10.222151272522883,0.08347964742531211
2018-01-23 09:09:00,16.830000000000002,0.9465338587585301,17.255,1.1269051375860493,16.15,0.8440034583556337,16.064999999999998,0.7187860082628861,44.0891824783639,0.3484408639281986,44.08918247836391,0.11724605654626226,44.08918247836391,0.22130289025017194,33.46134482211709,0.10416890021928682,24.87695083357919,0.12142838367369826,29.40083073048751,0.11993543423830315,25.538630609535286,0.11960610715696601,11.90153250189156,0.14629421309975632,12.119865304196082,0.14561144608155585,10.187699932448888,0.08338861182288537
2018-01-23 09:10:00,16.915,0.9454871547417673,17.255,1.118047603216236,16.235,0.8397976579887995,16.064999999999998,0.704701357295621,44.089182478363895,0.34782741170297293,44.08918247836391,0.11739941960256868,44.08918247836391,0.22145625330647836,33.532439313347645,0.10414968947287548,24.929982848977488,0.12137349582680872,29.35382398006113,0.12006990946318248,25.60114243995841,0.11977625948232352,11.889977615967391,0.14629421309975632,12.127918799514147,0.1457935172864093,10.240613678636125,0.08352516522652548
2018-01-23 09:11:00,16.915,0.937039823145514,17.255,1.1231136464781308,16.235,0.838487309531671,16.064999999999998,0.7205500694086567,44.0891824783639,0.34721395947774725,44.08918247836391,0.11739941960256868,44.0891824783639,0.2211495271938655,33.52978873716289,0.10415792264990892,24.957273266174518,0.12137624021915322,29.386011114776004,0.12005344310911563,25.589416009745896,0.11983114732921304,11.878889666682994,0.14643076650339643,12.135648511942131,0.1457935172864093,10.282545390769112,0.08329757622045865
2018-01-23 09:12:00,16.915,0.9302383270593967,17.255,1.1248083016730501,16.235,0.8295191894830118,16.064999999999998,0.6970830810156975,44.0891824783639,0.34721395947774725,44.08918247836391,0.11739941960256868,44.08918247836391,0.22160961636278478,33.51654213921047,0.10419908853507606,24.890871902876103,0.12142838367369826,29.320305530003704,0.12009186460193831,25.577652519867925,0.11982016975983516,11.91221572871546,0.14602110629247614,12.070812300162906,0.1462031774973296,10.291591412919077,0.08338861182288537
2018-01-23 09:13:00,16.915,0.9497766821256924,17.34,1.129632510440722,16.235,0.8358791735208522,16.12166666666669,0.7108839163020263,44.0891824783639,0.34721395947774725,44.08918247836391,0.11739941960256868,44.08918247836392,0.22222306858801047,33.58851102397227,0.10417713339632026,24.950890729846854,0.12147503834355436,29.346438219943018,0.12015773001820573,25.571795489293194,0.1198476136832799,11.924217646975935,0.14615765969611624,12.124610193633751,0.14611214189490287,10.1742490227177,0.083343094021672
2018-01-23 09:14:00,16.915,0.9300044638482413,17.34,1.1322942059250891,16.235,0.8316932485866592,16.107499999999998,0.7172878399410527,44.089182478363895,0.34782741170297293,44.08918247836391,0.11739941960256868,44.08918247836391,0.2217629794190912,33.577896304381845,0.10421006610445396,24.96480645250712,0.12147503834355436,29.361818211443733,0.12026750571198477,25.56775040959119,0.11993268984595867,11.887655169913154,0.14674939111188998,12.120592680238179,0.14602110629247614,10.291591412919077,0.08338861182288537
2018-01-23 09:15:00,16.971666666666692,0.9397667907769923,17.34,1.1341377431973065,16.291666666666693,0.8472344527711478,16.107499999999998,0.7226976331652514,44.089182478363895,0.34782741170297293,44.08918247836391,0.11739941960256868,44.08918247836392,0.22206970553170405,33.45501878048791,0.10428965348244378,24.921530288168853,0.12141466171197587,29.281518347541937,0.12030867159715192,25.530797817396895,0.11997385573112582,11.853098032791314,0.14674939111188998,12.120512062285824,0.14597558849126277,10.20923841010734,0.08338861182288537
